# Κείμενο μενού του Master Looter στα Ελληνικά. Αυτή είναι αυτόματη μετάφραση
# και δεν την έχει ελέγξει ακόμα κανένας φυσικός ομιλητής. Διορθώσεις είναι
# ευπρόσδεκτες στο GitHub (github.com/shin2344234/master-looter) ή στη σελίδα
# του mod στο Nexus.
#
# Μία γραμμή ανά κείμενο: το αγγλικό πρωτότυπο, μια στηλοθέτηση (tab) και μετά
# η μετάφραση. Γραμμές που ξεκινούν με # αγνοούνται. Το \n μέσα σε ένα κείμενο
# σημαίνει αλλαγή γραμμής. Μια γραμμή χωρίς μετάφραση μετά τη στηλοθέτηση
# εμφανίζεται στα αγγλικά, οπότε ένα μισοτελειωμένο αρχείο λειτουργεί κανονικά.
# Κάθε %d, %s, %.1f και τα λοιπά πρέπει να διατηρηθούν ακριβώς όπως είναι και
# με την ίδια σειρά: αντικαθίστανται με αριθμούς και ονόματα κατά την εκτέλεση,
# και μια γραμμή που τα αλλάζει αγνοείται αντί να ρισκάρει λάθος τιμές.
#
# Αποθήκευσέ το ως MasterLooter.el.txt δίπλα στο plugin ώστε να αντικαταστήσει
# το ενσωματωμένο αντίγραφο, και όρισε Language=el στο MasterLooter.ini ή
# πληκτρολόγησε τη γλώσσα στο General, Language.

  bag full	  τσάντα γεμάτη
Put what Master Looter picks up into storage	Βάλε στην αποθήκη ό,τι μαζεύει ο Master Looter
read from the save	διαβασμένο από την αποθήκευση
Reload from the ini	Επαναφόρτωση από το ini
Remove	Αφαίρεση
Reset to defaults	Επαναφορά προεπιλογών
Searching a body or a carcass hands over everything it holds, and the mod only sees it once it is in the bag. On: whatever of that your item rules, tags, classes or value floor refuse is put straight back on the ground beside you, through the same drop the game uses when you drop something yourself, one pile per stack. It covers the mod's own searches and the bodies a pet or a companion loots, whose refused items land beside you as well. A body you search yourself keeps what it paid. Money, documents, quest items and protected items stay in the bag.	Η έρευνα ενός πτώματος ή κουφαριού παραδίδει όλα όσα κρατάει, και το mod τα βλέπει μόνο αφού βρεθούν στην τσάντα. Ενεργό: ό,τι από αυτά απορρίπτουν οι κανόνες αντικειμένων, οι ετικέτες, οι κατηγορίες ή το κατώφλι αξίας σου ξαναμπαίνει κατευθείαν στο έδαφος δίπλα σου, μέσα από την ίδια απόθεση που χρησιμοποιεί το παιχνίδι όταν αφήνεις κάτι εσύ ο ίδιος, μία στοίβα ανά ομάδα. Καλύπτει τις δικές του έρευνες του mod όπως και τα πτώματα που λεηλατεί ένα κατοικίδιο ή σύντροφος, των οποίων τα απορριφθέντα αντικείμενα προσγειώνονται επίσης δίπλα σου. Ένα πτώμα που ερευνάς εσύ ο ίδιος κρατάει ό,τι πλήρωσε. Χρήματα, έγγραφα, αντικείμενα αποστολής και προστατευμένα αντικείμενα μένουν στην τσάντα.
Searching the people you kill, once per body. Animals go under Carcasses. What a search pays out arrives before your filters see it, the same as a carcass, and Drop refused loot from bodies under General puts back down what they refuse.	Έρευνα των ανθρώπων που σκοτώνεις, μία φορά ανά πτώμα. Τα ζώα ανήκουν στα Κουφάρια. Ό,τι αποδίδει μια έρευνα φτάνει πριν το δουν τα φίλτρα σου, όπως και σε ένα κουφάρι, και το Άφησε κάτω την απορριφθείσα λεία από πτώματα κάτω από το Γενικά ξαναβάζει κάτω ό,τι απορρίπτουν.
set	ορισμένο
set this launch	ορισμένο για αυτή την εκκίνηση
Settings file	Αρχείο ρυθμίσεων
Show a notice when loot is stored	Εμφάνισε μια ειδοποίηση όταν αποθηκεύεται λεία
Size changes take effect the next time the game starts.	Οι αλλαγές μεγέθους εφαρμόζονται την επόμενη φορά που ξεκινάει το παιχνίδι.
Sizes	Μεγέθη
Skinning the animals you kill, once per carcass. People go under Bodies. The mod never sees what skinning pays out before it lands, so your filters cannot stop it arriving. To have what they refuse put back on the ground, turn on Drop refused loot from bodies under General.	Γδάρσιμο των ζώων που σκοτώνεις, μία φορά ανά κουφάρι. Οι άνθρωποι ανήκουν στα Πτώματα. Το mod δεν βλέπει ποτέ τι αποδίδει το γδάρσιμο πριν φτάσει, οπότε τα φίλτρα σου δεν μπορούν να εμποδίσουν την άφιξή του. Για να ξαναμπαίνει κάτω στο έδαφος ό,τι απορρίπτουν, ενεργοποίησε το Άφησε κάτω την απορριφθείσα λεία από πτώματα κάτω από το Γενικά.
Some changes take effect the next time the game starts.	Ορισμένες αλλαγές εφαρμόζονται την επόμενη φορά που ξεκινάει το παιχνίδι.
Stop pets looting bodies	Εμπόδισε τα κατοικίδια να λεηλατούν πτώματα
Stop pets picking up loose items	Εμπόδισε τα κατοικίδια να μαζεύουν πεσμένα αντικείμενα
Storage	Αποθήκη
Storage keys	Πλήκτρα αποθήκης
Storage sizes	Μεγέθη αποθήκης
Store loot	Αποθήκευση λείας
Store what your pet loots from bodies	Αποθήκευσε ό,τι λεηλατεί το κατοικίδιό σου από πτώματα
Storing loot needs a newer Private Storage Master.	Η αποθήκευση λείας χρειάζεται νεότερο Private Storage Master.
the size dump	το αρχείο μεγέθους
The game asks before a pet takes an item lying on the ground, and this answers no. The pet walks past it and nothing needs deleting afterwards. Whether a mercenary asks the same question has not been tested.	Το παιχνίδι ρωτάει πριν ένα κατοικίδιο πάρει ένα αντικείμενο πεσμένο στο έδαφος, και αυτό απαντά όχι. Το κατοικίδιο περνάει από δίπλα του και μετά δεν χρειάζεται να διαγραφεί τίποτα. Αν ένας μισθοφόρος κάνει την ίδια ερώτηση δεν έχει δοκιμαστεί.
The game asks separately before a pet loots a body, and this answers no. Turn on one of the two and not the other if you want a pet stripping corpses but not collecting loose items, or the other way round.	Το παιχνίδι ρωτάει ξεχωριστά πριν ένα κατοικίδιο λεηλατήσει ένα πτώμα, και αυτό απαντά όχι. Ενεργοποίησε το ένα από τα δύο και όχι το άλλο αν θέλεις ένα κατοικίδιο να ξεγυμνώνει πτώματα αλλά να μη μαζεύει πεσμένα αντικείμενα, ή το αντίστροφο.
The key bindings were brought over from PrivateStorageAnywhere.ini on the first run.	Οι αντιστοιχίσεις πλήκτρων μεταφέρθηκαν από το PrivateStorageAnywhere.ini στην πρώτη εκτέλεση.
the key-block toggle	ο διακόπτης αποκλεισμού πλήκτρων
The list is full at %d items.	Η λίστα είναι γεμάτη στα %d αντικείμενα.
The total, purchased expansions and story slots included. The left end keeps the game's size.	Το σύνολο, με τις αγορασμένες επεκτάσεις και τις θέσεις ιστορίας συμπεριλαμβανόμενες. Το αριστερό άκρο κρατάει το μέγεθος του παιχνιδιού.
This chest holds one of each collectible, so its slots cannot be changed.	Αυτό το σεντούκι κρατάει ένα από κάθε συλλεκτικό, οπότε οι θέσεις του δεν μπορούν να αλλάξουν.
This tab needs a build of Private Storage Master that matches this version of Master Looter.	Αυτή η καρτέλα χρειάζεται μια έκδοση του Private Storage Master που να ταιριάζει με αυτή την έκδοση του Master Looter.
Turn that on and off	Ενεργοποίησε και απενεργοποίησέ το
While Ctrl, or any modifier your storage keys use, is held, other keys are kept from the game, so a slip off a storage key does not fire a skill. Movement, Space, Tab, Enter, Escape, Alt+F4 and the keys the game uses with Ctrl (Z, Shift, +) still go through.	Όσο το Ctrl, ή οποιοσδήποτε τροποποιητής χρησιμοποιούν τα πλήκτρα αποθήκης σου, είναι πατημένο, τα άλλα πλήκτρα κρατιούνται μακριά από το παιχνίδι, ώστε μια ολίσθηση από ένα πλήκτρο αποθήκης να μην ενεργοποιεί μια ικανότητα. Η κίνηση, το Space, το Tab, το Enter, το Escape, το Alt+F4 και τα πλήκτρα που χρησιμοποιεί το παιχνίδι με το Ctrl (Z, Shift, +) περνάνε ακόμη.
working	λειτουργεί
Write the size dump to the log	Γράψε το αρχείο μεγέθους στο αρχείο καταγραφής
Writes every key press, open and close to PrivateStorageMaster.log, and keeps the last 24 sessions. Off, the log keeps the startup summary, errors and the size dump, and the last two sessions.	Γράφει κάθε πάτημα πλήκτρου, άνοιγμα και κλείσιμο στο PrivateStorageMaster.log, και κρατάει τις τελευταίες 24 συνεδρίες. Ανενεργό, το αρχείο καταγραφής κρατάει την περίληψη εκκίνησης, τα σφάλματα και το αρχείο μεγέθους, και τις τελευταίες δύο συνεδρίες.
Writes every key press, open and close to PrivateStorageMaster.log. Off, the log keeps the startup summary, errors and the size dump.	Γράφει κάθε πάτημα πλήκτρου, άνοιγμα και κλείσιμο στο PrivateStorageMaster.log. Ανενεργό, το αρχείο καταγραφής κρατάει την περίληψη εκκίνησης, τα σφάλματα και το αρχείο μεγέθους.
your own camp farm (off)	το δικό σου αγρόκτημα στρατοπέδου (ανενεργό)
%d of %d, the rest do not stack	%d από %d, τα υπόλοιπα δεν στοιβάζονται.
%s %s for game build %s	%s %s για έκδοση παιχνιδιού %s
%s refused the change: %s	Το %s αρνήθηκε την αλλαγή: %s
Empty your big stacks before turning this down or off.	Άδειασε τις μεγάλες στοίβες σου πριν το χαμηλώσεις ή το απενεργοποιήσεις.
Every stackable item's limit is multiplied when the game starts. The setting is saved in that mod's own ini as soon as you pick it.	Το όριο κάθε αντικειμένου που στοιβάζεται πολλαπλασιάζεται όταν ξεκινάει το παιχνίδι. Η ρύθμιση αποθηκεύεται στο δικό του ini αρχείο εκείνου του mod μόλις την επιλέξεις.
Item stacks: %s	Στοίβες αντικειμένων: %s
Items raised	Αυξημένα αντικείμενα
Largest limit	Μεγαλύτερο όριο
Lowering the multiplier does not shrink a stack you already built. A slot holding more than the game now allows keeps what is in it until you take some out, and anything above the new limit can be lost.	Η μείωση του πολλαπλασιαστή δεν συρρικνώνει μια στοίβα που έχεις ήδη φτιάξει. Μια θέση που περιέχει περισσότερα από όσα επιτρέπει τώρα το παιχνίδι κρατά ό,τι έχει μέσα της μέχρι να βγάλεις κάτι, και οτιδήποτε πάνω από το νέο όριο μπορεί να χαθεί.
Off	Ανενεργό
off	ανενεργό
Raising stack limits	Αύξηση ορίων στοίβας
Restart the game for the multiplier you picked to take effect.	Επανεκκίνησε το παιχνίδι για να ισχύσει ο πολλαπλασιαστής που επέλεξες.
Saved	Αποθηκεύτηκε
Stack multiplier	Πολλαπλασιαστής στοίβας
Stacks	Στοίβες
stacks are the size the game ships	οι στοίβες έχουν το μέγεθος με το οποίο κυκλοφορεί το παιχνίδι
That mod did not hand over its stack settings.	Εκείνο το mod δεν παρέδωσε τις ρυθμίσεις στοίβας του.
This launch	Αυτή η εκκίνηση
This tab needs Stack Master, or a build of Private Storage Master that raises stack limits.	Αυτή η καρτέλα χρειάζεται το Stack Master, ή μια έκδοση του Private Storage Master που αυξάνει τα όρια στοίβας.
Why	Γιατί
Most things the game lets you stack 100 of, so at x10 they hold 1000. It applies to everything that stacks and never to what does not, like weapons and armour, and the deepest stacks in the game stop at the limit that mod reports above. The multiplier is read when the game starts, so the game has to be restarted before it shows.	Τα περισσότερα πράγματα το παιχνίδι σε αφήνει να τα στοιβάζεις μέχρι 100, οπότε στο x10 χωράνε 1000. Ισχύει για οτιδήποτε στοιβάζεται, και ποτέ για ό,τι δεν στοιβάζεται, όπως όπλα και πανοπλίες, και οι βαθύτερες στοίβες στο παιχνίδι σταματούν στο όριο που αναφέρει εκείνο το mod παραπάνω. Ο πολλαπλασιαστής διαβάζεται όταν ξεκινάει το παιχνίδι, οπότε το παιχνίδι πρέπει να επανεκκινηθεί πριν εμφανιστεί.
Some items reached the largest stack that mod allows, %d, and stopped there.	Κάποια αντικείμενα έφτασαν στη μεγαλύτερη στοίβα που επιτρέπει εκείνο το mod, %d, και σταμάτησαν εκεί.
x%d, by %s	x%d, από %s
%s has stood aside for another mod, so changing it here would do nothing. That mod is not one this menu can reach, so set the multiplier in it directly.	Το %s παραμέρισε για ένα άλλο mod, οπότε η αλλαγή του εδώ δεν θα έκανε τίποτα. Εκείνο το mod δεν είναι κάτι που μπορεί να προσεγγίσει αυτό το μενού, οπότε όρισε τον πολλαπλασιαστή απευθείας εκεί.
%s is not the mod setting stack sizes, so changing it here would do nothing. Set the multiplier in %s instead.	Το %s δεν είναι το mod που ορίζει τα μεγέθη στοιβών, οπότε η αλλαγή του εδώ δεν θα έκανε τίποτα. Όρισε αντ' αυτού τον πολλαπλασιαστή στο %s.
A bigger multiplier takes hold as soon as you pick it. A smaller one waits for the next launch.	Ένας μεγαλύτερος πολλαπλασιαστής ισχύει μόλις τον επιλέξεις. Ένας μικρότερος περιμένει την επόμενη εκκίνηση.
Most things the game lets you stack 100 of, so at x10 they hold 1000. It applies to everything that stacks and never to what does not, like weapons and armour, and the deepest stacks in the game stop at the limit that mod reports above. Picking a bigger multiplier takes hold at once; a smaller one waits for the next launch, because a stack already built cannot be shrunk under what is in it.	Τα περισσότερα πράγματα το παιχνίδι σε αφήνει να τα στοιβάζεις μέχρι 100, οπότε στο x10 χωράνε 1000. Ισχύει για οτιδήποτε στοιβάζεται, και ποτέ για ό,τι δεν στοιβάζεται, όπως όπλα και πανοπλίες, και οι βαθύτερες στοίβες στο παιχνίδι σταματούν στο όριο που αναφέρει εκείνο το mod παραπάνω. Η επιλογή μεγαλύτερου πολλαπλασιαστή ισχύει αμέσως· ένας μικρότερος περιμένει την επόμενη εκκίνηση, επειδή μια στοίβα που έχει ήδη χτιστεί δεν μπορεί να συρρικνωθεί κάτω από όσα περιέχει.
Waiting for a restart, or pick it again out in the world and it takes hold at once.	Περιμένει επανεκκίνηση, ή επίλεξέ τον ξανά έξω στον κόσμο και ισχύει αμέσως.
you dropped this	το πέταξες εσύ
A creature the game gives no item of its own, such as a Firefly Colony, is judged by this switch and by the Classes tab, where a Firefly Colony counts as insect. No tag or item rule can reach it, because there is no item to check one against.	Ένα πλάσμα στο οποίο το παιχνίδι δεν δίνει δικό του αντικείμενο, όπως μια αποικία πυγολαμπίδων, κρίνεται από αυτόν τον διακόπτη και από την καρτέλα Κατηγορίες, όπου μια αποικία πυγολαμπίδων μετράει ως insect. Κανένας κανόνας ετικέτας ή αντικειμένου δεν μπορεί να το φτάσει, γιατί δεν υπάρχει αντικείμενο με το οποίο να ελεγχθεί.
Since Private Storage Master 1.1.4 the Arrow is on it by default as well, so arrows you pick back up stay in the quiver.	Από το Private Storage Master 1.1.4 περιλαμβάνεται από προεπιλογή και το Arrow, οπότε τα βέλη που ξαναμαζεύεις μένουν στη φαρέτρα.
a placed Field Pot or Bonfire	τοποθετημένη χύτρα εκστρατείας ή φωτιά
Keep the menu on screen while you play. %s brings it back.	Κράτα το μενού στην οθόνη ενώ παίζεις. Το %s το επαναφέρει.
Watch mode: the game has your controls. %s to interact.	Λειτουργία παρακολούθησης: το παιχνίδι έχει τα χειριστήριά σου. %s για αλληλεπίδραση.
One key on its own. Ctrl and Alt combinations are never read, because these keys stay quiet while Ctrl or Alt is held.	Ένα πλήκτρο μόνο του. Οι συνδυασμοί με Ctrl και Alt δεν διαβάζονται ποτέ, γιατί αυτά τα πλήκτρα μένουν ανενεργά όσο είναι πατημένο το Ctrl ή το Alt.
a crafting station	ένας σταθμός κατασκευής
