prefab	kind	item_key	name	src	breaks	yields	driven	pickup	statepick
gimmick_collection_prop_ceramic_0020	container	Collection_Prop_Ceramic_0020	Grain Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0021	pickup		Collection prop ceramic	tag	1		0	0	0
gimmick_collection_prop_ceramic_0021_cover	pickup		Object	tag	0		0	0	0
gimmick_collection_prop_ceramic_0023	pickup		Collection prop ceramic	tag	1		0	0	0
gimmick_collection_prop_ceramic_0024	container	Collection_Prop_Ceramic_0024	Gilded Slim Bottle	tag	0		0	0	0
gimmick_collection_prop_ceramic_0025	container	Collection_Prop_Ceramic_0025	Water Jug	tag	0		0	0	0
gimmick_collection_prop_ceramic_0026	container	Collection_Prop_Ceramic_0026	Wide White Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0027	container	Collection_Prop_Ceramic_0027	Wide Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0028	container	Collection_Prop_Ceramic_0028	Dark Brown Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0029	container	Collection_Prop_Ceramic_0029	Silver Carafe	tag	0		0	0	0
gimmick_collection_prop_ceramic_0030	container	Collection_Prop_Ceramic_0030	Golden Carafe	tag	0		0	0	0
gimmick_collection_prop_ceramic_0031	container	Collection_Prop_Ceramic_0031	Storage Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0032	container	Collection_Prop_Ceramic_0032	Gilded Vase	tag	0		0	0	0
gimmick_collection_prop_ceramic_0033	pickup		Collection prop ceramic	tag	1		0	0	0
gimmick_collection_prop_ceramic_0034	pickup		Collection prop ceramic	tag	1		0	0	0
gimmick_collection_prop_ceramic_0036	pickup		Collection prop ceramic	tag	1		0	0	0
gimmick_collection_prop_ceramic_0040	pickup		Collection prop ceramic	tag	1		0	0	0
gimmick_collection_prop_ceramic_0042	pickup		Collection prop ceramic	tag	1		0	0	0
gimmick_collection_prop_ceramic_0043	pickup		Collection prop ceramic	tag	1		0	0	0
gimmick_collection_prop_ceramic_0044	pickup		Collection prop ceramic	tag	1		0	0	0
gimmick_collection_prop_ceramic_0045	container	Collection_Prop_Ceramic_0045	Silver Water Pot	tag	0		0	0	0
gimmick_collection_prop_ceramic_0046	container	Collection_Prop_Ceramic_0046	Long-Necked Silver Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0047	container	Collection_Prop_Ceramic_0047	Ornate Silver Conical Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0048	pickup		Collection prop ceramic	tag	1		0	0	0
gimmick_collection_prop_ceramic_0049	pickup		Collection prop ceramic	tag	1		0	0	0
gimmick_collection_prop_ceramic_0050	container	Collection_Prop_Ceramic_0050	Cylindrical Red Clay Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0051	container	Collection_Prop_Ceramic_0051	Cylindrical Clay Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0052	container	Collection_Prop_Ceramic_0052	Old Round Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0053	container	Collection_Prop_Ceramic_0053	Brown Round Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0054	container	Collection_Prop_Ceramic_0054	Old Water Pot	tag	0		0	0	0
gimmick_collection_prop_ceramic_0055	container	Collection_Prop_Ceramic_0055	Light Brown Water Pot	tag	0		0	0	0
gimmick_collection_prop_ceramic_0056	container	Collection_Prop_Ceramic_0056	Flower Bird Glass Pottery	tag	0		0	0	0
gimmick_collection_prop_ceramic_0057	container	Collection_Prop_Ceramic_0057	Blue Gilded Handle Ceramic	tag	0		0	0	0
gimmick_collection_prop_ceramic_0058	container	Collection_Prop_Ceramic_0058	Blue Ceramic Container	tag	0		0	0	0
gimmick_collection_prop_ceramic_0059	container	Collection_Prop_Ceramic_0059	The Blue Mirage	tag	0		0	0	0
gimmick_collection_prop_chest_0001	container	Collection_Prop_Chest_0001	Strongbox	tag	0		0	0	0
gimmick_collection_prop_chest_0002	container	Collection_Prop_Chest_0002	Document Storage	tag	0		0	0	0
gimmick_collection_prop_chest_0003	container	Collection_Prop_Chest_0003	Sturdy Wooden Box	tag	0		0	0	0
gimmick_collection_prop_chest_0004	container	Collection_Prop_Chest_0004	Wooden Box	tag	0		0	0	0
gimmick_collection_prop_chest_0005	container	Collection_Prop_Chest_0005	Engraved Wooden Box	tag	0		0	0	0
gimmick_collection_prop_chest_0006	container	Collection_Prop_Chest_0006	Iron-Adorned Storage	tag	0		0	0	0
gimmick_collection_prop_chest_0007	container	Collection_Prop_Chest_0007	Jewelry Storage	tag	0		0	0	0
gimmick_collection_prop_chest_0008	container	Collection_Prop_Chest_0008	Jewel Box	tag	0		0	0	0
gimmick_collection_prop_chest_0009	container	Collection_Prop_Chest_0009	Multipurpose Wooden Box	tag	0		0	0	0
gimmick_collection_prop_cup_0001	pickup	Collection_Prop_Cup_0001	Golden Goblet	tag	0		0	0	0
gimmick_collection_prop_cup_0002	pickup	Collection_Prop_Cup_0002	Silver Goblet	tag	0		0	0	0
gimmick_collection_prop_cup_0003	pickup	Collection_Prop_Cup_0003	Bronze Goblet	tag	0		0	0	0
gimmick_collection_prop_cup_0004	pickup	Collection_Prop_Cup_0004	Wooden Mug	tag	0		0	0	0
gimmick_collection_prop_cup_0005	pickup	Collection_Prop_Cup_0005	Brass Goblet	tag	0		0	0	0
gimmick_collection_prop_cup_0006	pickup	Collection_Prop_Cup_0006	Sturdy Wooden Beer Mug	tag	0		0	0	0
gimmick_collection_prop_cup_0007	pickup	Collection_Prop_Cup_0007	Worn Wooden Beer Mug	tag	0		0	0	0
gimmick_collection_prop_cup_0008	pickup	Collection_Prop_Cup_0008	Old Wooden Beer Mug	tag	0		0	0	0
gimmick_collection_prop_cup_0009	pickup	Collection_Prop_Cup_0009	Decorative Silver Mug	tag	0		0	0	0
gimmick_collection_prop_cup_0010	pickup	Collection_Prop_Cup_0010	Decorative Brass Goblet	tag	0		0	0	0
gimmick_collection_prop_cup_0011	pickup	Collection_Prop_Cup_0011	Large Decorative Goblet	tag	0		0	0	0
gimmick_collection_prop_cup_0012	pickup	Collection_Prop_Cup_0012	Worn Decorative Silver Goblet	tag	0		0	0	0
gimmick_collection_prop_cup_0013	pickup	Collection_Prop_Cup_0013	Large Multipurpose Vessel	tag	0		0	0	0
gimmick_collection_prop_cup_0014	pickup	Collection_Prop_Cup_0014	Fine Gold Goblet	tag	0		0	0	0
gimmick_collection_prop_cup_0015	pickup	Collection_Prop_Cup_0015	Artisan's Metal Goblet	tag	0		0	0	0
gimmick_collection_prop_cup_0016	pickup	Collection_Prop_Cup_0016	Ornate Gold Goblet	tag	0		0	0	0
gimmick_collection_prop_doll_0001	pickup	Collection_Prop_Doll_0001	Simple Dress Doll	tag	0		0	0	0
gimmick_collection_prop_doll_0002	pickup	Collection_Prop_Doll_0002	Fine Blue Bonnet Doll	tag	0		0	0	0
gimmick_collection_prop_doll_0003	pickup	Collection_Prop_Doll_0003	Simple Brown Bonnet Doll	tag	0		0	0	0
gimmick_collection_prop_doll_0004	pickup	Collection_Prop_Doll_0004	Beige Bandana Doll	tag	0		0	0	0
gimmick_collection_prop_doll_0005	pickup	Collection_Prop_Doll_0005	Brown Dress Doll	tag	0		0	0	0
gimmick_collection_prop_doll_0006	pickup	Collection_Prop_Doll_0006	Doll Wearing Brown Bonnet	tag	0		0	0	0
gimmick_collection_prop_doll_0007	pickup	Collection_Prop_Doll_0007	Fine Dress Doll	tag	0		0	0	0
gimmick_collection_prop_dyewater_0001	pickup	Collection_Prop_Dyewater_0001	Bright Red Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0002	pickup	Collection_Prop_Dyewater_0002	Rich Red Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0003	pickup	Collection_Prop_Dyewater_0003	Red Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0004	pickup	Collection_Prop_Dyewater_0004	Dark Red Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0005	pickup	Collection_Prop_Dyewater_0005	Deep Red Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0006	pickup	Collection_Prop_Dyewater_0006	Bright Violet Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0007	pickup	Collection_Prop_Dyewater_0007	Rich Violet Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0008	pickup	Collection_Prop_Dyewater_0008	Violet Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0009	pickup	Collection_Prop_Dyewater_0009	Dark Violet Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0010	pickup	Collection_Prop_Dyewater_0010	Deep Violet Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0011	pickup	Collection_Prop_Dyewater_0011	Bright Purple Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0012	pickup	Collection_Prop_Dyewater_0012	Rich Purple Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0013	pickup	Collection_Prop_Dyewater_0013	Purple Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0014	pickup	Collection_Prop_Dyewater_0014	Dark Purple Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0015	pickup	Collection_Prop_Dyewater_0015	Deep Purple Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0016	pickup	Collection_Prop_Dyewater_0016	Bright Blue Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0017	pickup	Collection_Prop_Dyewater_0017	Rich Blue Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0018	pickup	Collection_Prop_Dyewater_0018	Blue Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0019	pickup	Collection_Prop_Dyewater_0019	Dark Blue Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0020	pickup	Collection_Prop_Dyewater_0020	Deep Blue Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0021	pickup	Collection_Prop_Dyewater_0021	Bright Sky Blue Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0022	pickup	Collection_Prop_Dyewater_0022	Rich Sky Blue Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0023	pickup	Collection_Prop_Dyewater_0023	Sky Blue Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0024	pickup	Collection_Prop_Dyewater_0024	Dark Sky Blue Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0025	pickup	Collection_Prop_Dyewater_0025	Deep Sky Blue Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0026	pickup	Collection_Prop_Dyewater_0026	Bright Teal Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0027	pickup	Collection_Prop_Dyewater_0027	Rich Teal Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0028	pickup	Collection_Prop_Dyewater_0028	Teal Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0029	pickup	Collection_Prop_Dyewater_0029	Dark Teal Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0030	pickup	Collection_Prop_Dyewater_0030	Deep Teal Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0031	pickup	Collection_Prop_Dyewater_0031	Bright Green Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0032	pickup	Collection_Prop_Dyewater_0032	Rich Green Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0033	pickup	Collection_Prop_Dyewater_0033	Green Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0034	pickup	Collection_Prop_Dyewater_0034	Dark Green Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0035	pickup	Collection_Prop_Dyewater_0035	Deep Green Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0036	pickup	Collection_Prop_Dyewater_0036	Bright Spring Green Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0037	pickup	Collection_Prop_Dyewater_0037	Rich Spring Green Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0038	pickup	Collection_Prop_Dyewater_0038	Spring Green Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0039	pickup	Collection_Prop_Dyewater_0039	Dark Spring Green Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0040	pickup	Collection_Prop_Dyewater_0040	Deep Spring Green Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0041	pickup	Collection_Prop_Dyewater_0041	Bright Yellow Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0042	pickup	Collection_Prop_Dyewater_0042	Rich Yellow Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0043	pickup	Collection_Prop_Dyewater_0043	Yellow Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0044	pickup	Collection_Prop_Dyewater_0044	Dark Yellow Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0045	pickup	Collection_Prop_Dyewater_0045	Deep Yellow Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0046	pickup	Collection_Prop_Dyewater_0046	Bright Orange Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0047	pickup	Collection_Prop_Dyewater_0047	Rich Orange Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0048	pickup	Collection_Prop_Dyewater_0048	Orange Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0049	pickup	Collection_Prop_Dyewater_0049	Dark Orange Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_0050	pickup	Collection_Prop_Dyewater_0050	Deep Orange Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_grey_0001	pickup	Collection_Prop_Dyewater_Grey_0001	Pure White Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_grey_0002	pickup	Collection_Prop_Dyewater_Grey_0002	Bright Grey Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_grey_0003	pickup	Collection_Prop_Dyewater_Grey_0003	Silver Grey Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_grey_0004	pickup	Collection_Prop_Dyewater_Grey_0004	Medium Grey Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_grey_0005	pickup	Collection_Prop_Dyewater_Grey_0005	Grey Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_grey_0006	pickup	Collection_Prop_Dyewater_Grey_0006	Shadow Grey Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_grey_0007	pickup	Collection_Prop_Dyewater_Grey_0007	Cloud Grey Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_grey_0008	pickup	Collection_Prop_Dyewater_Grey_0008	Deep Grey Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_grey_0009	pickup	Collection_Prop_Dyewater_Grey_0009	Dark Grey Dye	tag	0		0	0	0
gimmick_collection_prop_dyewater_grey_0010	pickup	Collection_Prop_Dyewater_Grey_0010	Black Dye	tag	0		0	0	0
gimmick_collection_prop_flowerpot_0001	container	Collection_Prop_FlowerPot_0001	Flower Basket	tag	0		0	0	0
gimmick_collection_prop_glasscraft_0004	container	Collection_Prop_Glasscraft_0004	Dolphin Glass Art	tag	0		0	0	0
gimmick_collection_prop_glasscraft_0005	container	Collection_Prop_Glasscraft_0005	Humpback Whale Glass Art	tag	0		0	0	0
gimmick_collection_prop_luxury_0004	pickup		Collection prop luxury	tag	0		1	0	0
gimmick_collection_prop_meatfish_0002	container		Item collect hang meat	tag	0	Meat_IV	0	0	0
gimmick_collection_prop_meatfish_0007	container		Item collect hang meat	tag	0	Meat_IV	0	0	0
gimmick_collection_prop_meatfish_0008	container		Item collect hang meat	tag	0	Meat_IV	0	0	0
gimmick_collection_prop_plate_0001	pickup	Collection_Prop_Plate_0001	Large Wooden Plate	tag	0		0	0	0
gimmick_collection_prop_plate_0002	pickup	Collection_Prop_Plate_0002	Bright Wooden Plate	tag	0		0	0	0
gimmick_collection_prop_plate_0003	pickup	Collection_Prop_Plate_0003	Concave Wooden Plate	tag	0		0	0	0
gimmick_collection_prop_plate_0004	pickup	Collection_Prop_Plate_0004	Sturdy Wooden Plate	tag	0		0	0	0
gimmick_collection_prop_plate_0006	pickup	Collection_Prop_Plate_0006	Deep Wooden Plate	tag	0		0	0	0
gimmick_collection_prop_plate_0007	pickup	Collection_Prop_Plate_0007	Soft Wooden Plate	tag	0		0	0	0
gimmick_collection_prop_plate_0008	pickup	Collection_Prop_Plate_0008	Dark Wooden Plate	tag	0		0	0	0
gimmick_collection_prop_plate_0009	pickup	Collection_Prop_Plate_0009	Thinly Carved Wooden Plate	tag	0		0	0	0
gimmick_collection_prop_plate_0010	pickup	Collection_Prop_Plate_0010	Brass Bowl	tag	0		0	0	0
gimmick_collection_prop_plate_0011	container	Collection_Prop_Plate_0011	Ritual Copper Plate	tag	0		0	0	0
gimmick_collection_prop_plate_0012	container	Collection_Prop_Plate_0012	Square Tray	tag	0		0	0	0
gimmick_collection_prop_plate_0013	container	Collection_Prop_Plate_0013	Decorative Plate	tag	0		0	0	0
gimmick_collection_prop_plate_0014	container	Collection_Prop_Plate_0014	Ceramic Bowl	tag	0		0	0	0
gimmick_collection_prop_plate_0015	pickup	Collection_Prop_Plate_0015	Fruit Bowl	tag	0		0	0	0
gimmick_collection_prop_plate_0016	pickup	Collection_Prop_Plate_0016	Deep Iron Plate	tag	0		0	0	0
gimmick_collection_prop_plate_0017	pickup	Collection_Prop_Plate_0017	Wide Iron Plate	tag	0		0	0	0
gimmick_collection_prop_plate_0018	pickup	Collection_Prop_Plate_0018	Round Iron Plate	tag	0		0	0	0
gimmick_collection_prop_pot_rack_03_cover	pickup		Object	tag	0		0	0	0
gimmick_collection_prop_pot_rack_03_cover_index01	pickup		Object	tag	0		0	0	0
gimmick_collection_prop_statue_0001	pickup	Collection_Prop_Statue_0001	Woman Holding a Water Bottle	tag	0		0	0	0
gimmick_collection_prop_statue_0003	pickup	Collection_Prop_Statue_0003	Priest in a Mask	tag	0		0	0	0
gimmick_collection_prop_tool_0001	pickup	Collection_Prop_Tool_0001	Cast Iron Pan	tag	0		0	0	0
gimmick_collection_prop_tool_0002	container	Collection_Prop_Tool_0002	Pot	tag	0		0	0	0
gimmick_collection_prop_tool_0003	pickup	Collection_Prop_Tool_0003	Gilded Mirror	tag	0		0	0	0
gimmick_collection_prop_tool_0004	pickup	Collection_Prop_Tool_0004	Teapot	tag	0		0	0	0
gimmick_collection_prop_tool_0005	pickup	Collection_Prop_Tool_0005	Iron Basin	tag	0		0	0	0
gimmick_collection_prop_tool_0006	pickup	Collection_Prop_Tool_0006	Hourglass	tag	0		0	0	0
gimmick_collection_prop_tool_0007	pickup	Collection_Prop_Tool_0007	Ornate Magnifying Glass	tag	0		0	0	0
gimmick_collection_prop_tool_0008	pickup	Collection_Prop_Tool_0008	Magnifying Glass	tag	0		0	0	0
gimmick_collection_prop_tool_0009	pickup	Collection_Prop_Tool_0009	Scales	tag	0		0	0	0
gimmick_collection_prop_viewingstone_0001	container	Collection_Prop_viewingstone_0001	Blue Dragon Scale Decorative Stone	tag	0		0	0	0
gimmick_collection_prop_viewingstone_0002	container	Collection_Prop_viewingstone_0002	Ancient's Decorative Stone	tag	0		0	0	0
gimmick_collection_prop_viewingstone_0003	container	Collection_Prop_viewingstone_0003	Red Fire Decorative Stone	tag	0		0	0	0
gimmick_common_bomb_01	pickup		Battle common bomb	tag	1	BountyHunter_Fabric_Boots_I	0	0	0
gimmick_common_bomb_02	pickup		Battle small bomb	tag	1	BountyHunter_Fabric_Boots_I	0	0	0
gimmick_common_logouter_box_01m	wood		Common logouter box 01m	name	0	Money_Camp_Food	0	0	0
gimmick_common_logouter_box_03m	wood		Common logouter box 03m	name	0	Money_Camp_Food	0	0	0
gimmick_common_logouter_box_05m	wood		Common logouter box 05m	name	0	Money_Camp_Food	0	0	0
gimmick_confusion_bomb_01	pickup		Battle confusion bomb	tag	1	BountyHunter_Fabric_Boots_I	0	0	0
gimmick_crow_bomb_01	pickup		Battle crow bomb	tag	1	BountyHunter_Fabric_Boots_I	0	0	0
gimmick_cup_oath_0001	pickup		Cup oath	tag	0		0	0	0
gimmick_detectchange_stonebridge_top_01	stone		Dc stonebridge top	name	0		0	0	0
gimmick_detectchange_stonebridge_top_02	stone		Dc stonebridge top	name	0		0	0	0
gimmick_detectchange_stonebridge_top_03	stone		Dc stonebridge top	name	0		0	0	0
gimmick_door_double_wood_log_01	wood		Door double wood log	name	0		0	0	0
gimmick_door_double_wood_log_01_left	wood		Door double wood log 01 left	name	0		0	0	0
gimmick_door_double_wood_log_01_lock	wood		Door double wood log 01 lock	name	0		0	0	0
gimmick_door_double_wood_log_01_lock_left	wood		Wood	name	0		0	0	0
gimmick_door_double_wood_log_01_lock_right	wood		Wood	name	0		0	0	0
gimmick_door_double_wood_log_01_right	wood		Door double wood log 01 right	name	0		0	0	0
gimmick_door_doublearch_stone_02	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_door_doublearch_stone_02_left	stone		Door doublearch stone 02 left	name	0		0	0	0
gimmick_door_doublearch_stone_02_right	stone		Door doublearch stone 02 right	name	0		0	0	0
gimmick_door_dungeon_platform_jumping_01_reeddevil	plant		Plant	name	0		0	0	0
gimmick_door_spot_tower_stone_0001_left	stone		Door spot tower stone 0001 left	name	0		0	0	0
gimmick_door_spot_tower_stone_0001_right	stone		Door spot tower stone 0001 right	name	0		0	0	0
gimmick_dpw_picture_01b	container	Collection_Prop_Picture_0066	Study - Emptiness	tag	0		0	0	0
gimmick_drug_bottle_04	container		Drug bottle	tag	0		0	0	0
gimmick_drug_bottle_05	container		Drug bottle	tag	0		0	0	0
gimmick_drug_bottle_06	container		Drug bottle	tag	0		0	0	0
gimmick_drug_leaves_01	plant		Drug leaves	name	0		0	0	0
gimmick_drug_leaves_02	plant		Drug leaves	name	0		0	0	0
gimmick_dungeon_stone_bridge_01	stone		Dungeon stone bridge	name	0		0	0	0
gimmick_dungeon_stone_bridge_02	stone		Dungeon stone bridge	name	0		0	0	0
gimmick_dungeon_stone_bridge_03	stone		Dungeon stone bridge	name	0		0	0	0
gimmick_dungeon_stone_bridge_04	stone		Dungeon stone bridge	name	0		0	0	0
gimmick_dungeon_stone_hook_bridge_2m	stone		Stone hook bridge 2m	name	0		0	0	0
gimmick_dungeon_stone_hook_bridge_3m	stone		Stone hook bridge 3m	name	0		0	0	0
gimmick_dungeon_stone_hook_bridge_4m	stone		Stone hook bridge 4m	name	0		0	0	0
gimmick_dungeon_stone_hook_bridge_5m	stone		Stone hook bridge 5m	name	0		0	0	0
gimmick_egg_kuku_0001	container		Egg kuku	tag	0		0	0	0
gimmick_egg_wyvern_0001	container		Egg wyvern	tag	0		0	0	0
gimmick_electric_bomb_01	pickup		Battle electric bomb	tag	1	BountyHunter_Fabric_Boots_I	0	0	0
gimmick_equip_gimmick_pyogo_mushroom_backpack	plant		Plant	name	0	Pyogo_Mushroom	0	0	0
gimmick_equip_gimmick_songyi_mushroom_backpack	plant		Plant	name	0	Songyi_Mushroom	0	0	0
gimmick_equip_gimmick_ssari_mushroom_backpack	plant		Plant	name	0	Ssari_Mushroom	0	0	0
gimmick_equip_rocket_backpack	stone		Equip rocket backpack	name	0		0	0	0
gimmick_equip_rocket_helm	stone		Equip rocket helm	name	0		0	0	0
gimmick_ex_dpf_cage_03	container		Dpf cage	tag	0		0	0	0
gimmick_ex_dpf_cage_03_index01	container		Dpf cage 03 index01	tag	0		0	0	0
gimmick_ex_dpf_duckegg_box_01	container		Ex dpf duckegg box	tag	1	Egg	0	0	0
gimmick_ex_dpf_egg_bucket_01	container		Ex dpf egg bucket	tag	1	Egg	0	0	0
gimmick_ex_dpf_fountain_02_crystal	container		Fountain 02 crystal	tag	0		0	0	0
gimmick_ex_dpf_hangingflower_0001	plant		Cd ex dpf hangingflower	name	0		0	0	0
gimmick_ex_dpf_hangingflower_0002	plant		Cd ex dpf hangingflower	name	0		0	0	0
gimmick_ex_dpf_hangingflower_0003	plant		Cd ex dpf hangingflower	name	0		0	0	0
gimmick_ex_dpf_hangingflower_0004	plant		Cd ex dpf hangingflower	name	0		0	0	0
gimmick_ex_dpf_hangingflowerpot_0001	plant		Cd ex dpf hangingflowerpot	name	0		0	0	0
gimmick_ex_dpf_hangingflowerpot_0002	plant		Cd ex dpf hangingflowerpot	name	0		0	0	0
gimmick_ex_dpf_hangingflowerpot_0003	plant		Cd ex dpf hangingflowerpot	name	0		0	0	0
gimmick_ex_dpf_hangingflowerpot_0004	plant		Cd ex dpf hangingflowerpot	name	0		0	0	0
gimmick_ex_dpf_straw_01	container		Background straw	tag	0		0	0	0
gimmick_ex_dpf_straw_06	container		Background straw	tag	0		0	0	0
gimmick_ex_dpf_straw_12	container		Background straw	tag	0		0	0	0
gimmick_factory_chocolate_logouter_02	wood		Factory chocolate logouter	name	0		0	0	0
gimmick_falling_rock_0004	stone		Falling rock	name	1		0	0	0
gimmick_falltree_01	wood		Falltree	name	0		0	0	0
gimmick_falltree_01_fire	wood		Falltree 01 fire	name	0		0	0	0
gimmick_falltree_03	wood		Falltree	name	0		0	0	0
gimmick_falltree_03_fire	wood		Falltree 03 fire	name	0		0	0	0
gimmick_falltree_04_titan	wood		Falltree 04 titan	name	0		0	0	0
gimmick_falltree_05	wood		Falltree	name	0		0	0	0
gimmick_fireplace_firewood_0001	wood		Fireplace firewood	name	0		0	0	0
gimmick_fit_height_pillar_01_part_standstone_guideaction	stone		Stone	name	0		0	0	0
gimmick_floating_rock_02	stone		Floating rock	name	0		0	0	0
gimmick_floating_rock_03	stone		Floating rock	name	0		0	0	0
gimmick_floating_rock_04	stone		Floating rock	name	0		0	0	0
gimmick_floating_rock_05	stone		Floating rock	name	0		0	0	0
gimmick_floating_rock_06	stone		Floating rock	name	0		0	0	0
gimmick_floating_rock_07	stone		Floating rock	name	0		0	0	0
gimmick_forest_break_rock_02_musket	stone		Forest break rock 02 musket	name	1		0	0	0
gimmick_forest_break_rock_02_north	stone		Forest break rock 02 north	name	1		0	0	0
gimmick_fountain_statue_02_parts01	container		Fountain statue 02 parts01	tag	0		0	0	0
gimmick_gemstone_hangchandelier_0001	stone		Gemstone hangchandelier	name	0		0	0	0
gimmick_gemstone_hangchandelier_0001_index01	stone		Stone	name	0		0	0	0
gimmick_gemstone_hangchandelier_0001_index02	stone		Stone	name	0		0	0	0
gimmick_gemstone_hangchandelier_0002	stone		Gemstone hangchandelier	name	0		0	0	0
gimmick_gemstone_hangchandelier_0002_index01	stone		Stone	name	0		0	0	0
gimmick_gemstone_hangchandelier_0002_index02	stone		Stone	name	0		0	0	0
gimmick_gemstone_hangchandelier_0003	stone		Gemstone hangchandelier	name	0		0	0	0
gimmick_gemstone_hangchandelier_0003_index01	stone		Stone	name	0		0	0	0
gimmick_gemstone_hangchandelier_0003_index02	stone		Stone	name	0		0	0	0
gimmick_gemstone_hangchandelier_0004	stone		Gemstone hangchandelier	name	0		0	0	0
gimmick_gemstone_hanger_top_chandelier_0001	stone		Gemstone hanger top chandelier	name	0		0	0	0
gimmick_gemstone_hanger_top_chandelier_0001_index01	stone		Stone	name	0		0	0	0
gimmick_gemstone_hanger_top_chandelier_0001_index02	stone		Stone	name	0		0	0	0
gimmick_gemstone_hanger_top_chandelier_0002	stone		Gemstone hanger top chandelier	name	0		0	0	0
gimmick_gemstone_hanger_top_chandelier_0002_index01	stone		Stone	name	0		0	0	0
gimmick_gemstone_hanger_top_chandelier_0002_index02	stone		Stone	name	0		0	0	0
gimmick_gemstone_hanger_top_chandelier_0102	stone		Gemstone hanger top chandelier	name	0		0	0	0
gimmick_gemstone_hanger_top_chandelier_0102_index01	stone		Stone	name	0		0	0	0
gimmick_gemstone_hanger_top_chandelier_0102_index02	stone		Stone	name	0		0	0	0
gimmick_gemstone_hanger_top_chandelier_0103	stone		Gemstone hanger top chandelier	name	0		0	0	0
