row	key	string_key	name	class	tags	tier	value_copper
3499	1004381	Item_AbyssGear_Recipe_Box_III	Unidentified Abyss Gear Recipe	abyss-gear-box	abyss-gear-box no-sell stackable tier-0 use-immediately wild	0	1
3500	1004382	Item_AbyssGear_Recipe_Box_IV	Unidentified Abyss Gear Recipe	abyss-gear-box	abyss-gear-box no-sell stackable tier-0 use-immediately wild	0	1
3501	1004383	Item_AbyssGear_Recipe_Box_V	Unidentified Abyss Gear Recipe	abyss-gear-box	abyss-gear-box no-sell stackable tier-0 use-immediately wild	0	1
3502	1004384	Item_AbyssGear_Recipe_Box_VI	Unidentified Abyss Gear Recipe	abyss-gear-box	abyss-gear-box no-sell stackable tier-0 use-immediately wild	0	1
3503	1002266	Collection_Prop_Chest_0010	Cylindrical Wooden Box	decoration	chest collectible decoration furniture goods knowledge stackable tier-0	0	243
3504	1004503	Item_AbyssArtifact_Chest_2_7	Unstable Artifact Chest	chest	abyss-item chest goods reward-box stackable tier-0	0	
3505	1004504	Item_AbyssArtifact_Chest_3	Small Artifact Chest	chest	abyss-item chest goods reward-box stackable tier-0	0	
3506	1004505	Item_AbyssArtifact_Chest_5	Medium Artifact Chest	chest	abyss-item chest goods reward-box stackable tier-0	0	
3507	1004506	Item_Pinball_Coin_Reward_Bag	Box of Fortune	chest	chest goods reward-box stackable tier-0	0	10000
3508	1004827	DropItem_Quest_Paper_Cult_Order	Antumbra Order Directive Box	chest	chest goods no-sell quest stackable tier-0 use-immediately wild	0	1
3509	1004880	Item_FireFly_Box	Firefly Colony	chest	chest goods no-sell stackable tier-0 use-immediately wild	0	1
3510	1000667	Trade_Cheese_03	Well-Aged Cheese	trade-good	stackable tier-0 trade-good	0	7
3511	1000646	Trade_Flour_01	Flour	trade-good	stackable tier-0 trade-good	0	6
3512	1000648	Trade_Salt_01	Finely Ground Salt	trade-good	stackable tier-0 trade-good	0	7
3513	1000661	Trade_Wool_03	Wool	trade-good	stackable tier-0 trade-good	0	8
3514	1000702	Trade_Armor_Wild_Fabric_01	Field Cloth Armor	trade-good	stackable tier-0 trade-good	0	10
3515	1000668	Trade_FishMeat_03	Fish Meat	trade-good	stackable tier-0 trade-good	0	9
3516	1005054	Trade_NutritiousJerky	Nutritious Jerky	trade-good	stackable tier-0 trade-good	0	10
3517	1000602	Trade_Sugar_02	Richly Flavored Sugar	trade-good	stackable tier-0 trade-good	0	11
3518	1000608	Trade_Pepper_02	Pepper	trade-good	stackable tier-0 trade-good	0	11
3519	1000619	Trade_Ceramics_03	Ceramic	trade-good	stackable tier-0 trade-good	0	9
3520	1000598	Trade_Caligraphy_02	Calligraphic Paintings	trade-good	stackable tier-0 trade-good	0	10
3521	1000612	Trade_Sulfur_02	Brimstone	trade-good	stackable tier-0 trade-good	0	9
3522	1000603	Trade_Honey_02	Honey	trade-good	stackable tier-0 trade-good	0	8
3523	1000643	Trade_Fur_01	Pelt	trade-good	stackable tier-0 trade-good	0	10
3524	1000703	Trade_Armor_Wild_Chain_01	Field Chain Mail	trade-good	stackable tier-0 trade-good	0	16
3525	1005053	Trade_Horseshoe	Horseshoe	trade-good	stackable tier-0 trade-good	0	14
3526	1000666	Trade_Ginseng_03	Red Ginseng	trade-good	stackable tier-0 trade-good	0	16
3527	1000647	Trade_Wine_01	Fragrant Wine	trade-good	stackable tier-0 trade-good	0	13
3528	1000615	Trade_Gunpowder_02	High-Purity Gunpowder	trade-good	stackable tier-0 trade-good	0	17
3529	1005055	Trade_CannonGunpowder	Cannon Powder	trade-good	stackable tier-0 trade-good	0	18
3530	1000600	Trade_Silk_02	Silk	trade-good	stackable tier-0 trade-good	0	17
3531	1000607	Trade_Tobacco_02	Tobacco	trade-good	stackable tier-0 trade-good	0	14
3532	1000596	Trade_Glass_02	Glass	trade-good	stackable tier-0 trade-good	0	13
3533	1005057	Trade_FlintSet	Flint Kit	trade-good	stackable tier-0 trade-good	0	13
3534	1000671	Trade_Sword_03	Ceremonial Sword	trade-good	stackable tier-0 trade-good	0	19
3535	1000672	Trade_Armor_03	Ceremonial Armor	trade-good	stackable tier-0 trade-good	0	22
3536	1000597	Trade_Carpet_02	Carpet	trade-good	stackable tier-0 trade-good	0	20
3537	1000618	Trade_Gun_02	Gun	trade-good	stackable tier-0 trade-good	0	20
3538	1000674	Trade_Jade_03	Jade	trade-good	stackable tier-0 trade-good	0	23
3539	1000670	Trade_Ivory_03	Finely Crafted Ivory	trade-good	stackable tier-0 trade-good	0	24
3540	1000638	Trade_PearlLacquerware_01	Nacre Lacquer	trade-good	stackable tier-0 trade-good	0	19
3541	1005046	Trade_MillennialSnowGinseng	Eversnow Root	trade-good	special stackable tier-0 trade-good	0	4800
3542	1005049	Trade_Scripture	The Code of Solumen	trade-good	special stackable tier-0 trade-good	0	4320
3543	1005059	Trade_FrostGhostTear	Frost Ghost's Tear	trade-good	special stackable tier-0 trade-good	0	4080
3544	1005064	Trade_TableClock	Wind-up Table Clock	trade-good	special stackable tier-0 trade-good	0	3840
3545	1005051	Trade_WhiteDeerLeather	White Deer Hide	trade-good	special stackable tier-0 trade-good	0	3600
3546	1005061	Trade_LightningWood	Lightning-Struck Jujube Tree	trade-good	special stackable tier-0 trade-good	0	3360
3547	1005058	Trade_Glacialstone	Freezing Stone	trade-good	special stackable tier-0 trade-good	0	2880
3548	1005068	Trade_PremiumOil	Premium Lubricant	trade-good	special stackable tier-0 trade-good	0	1320
3549	1005047	Trade_RoyalJelly	Queen Bee Honey Extract	trade-good	special stackable tier-0 trade-good	0	2400
3550	1005071	Trade_ScorpionAmber	Scorpion in Amber	trade-good	special stackable tier-0 trade-good	0	2352
3551	1005072	Trade_OasisWater	Varnian Water	trade-good	special stackable tier-0 trade-good	0	2304
3552	1005060	Trade_SulfurCrystal	Brimstone Crystal	trade-good	special stackable tier-0 trade-good	0	2160
3553	1005056	Trade_Compass	Compass	trade-good	special stackable tier-0 trade-good	0	1920
3554	1005073	Trade_RitualBowl	Ceremonial Bowl	trade-good	special stackable tier-0 trade-good	0	1824
3555	1005069	Trade_ModelShip	Bottled Ship	trade-good	special stackable tier-0 trade-good	0	1680
3556	1005048	Trade_SpiritMushroom	Divine Mushroom	trade-good	special stackable tier-0 trade-good	0	1440
3557	1005065	Trade_Pearl	Pearl	trade-good	special stackable tier-0 trade-good	0	1200
3558	1005067	Trade_ToolSet	Premium Tool Bundle	trade-good	special stackable tier-0 trade-good	0	1056
3559	1005052	Trade_Spyglass	Telescope	trade-good	special stackable tier-0 trade-good	0	960
3560	1005066	Trade_Coolant	Coolant	trade-good	special stackable tier-0 trade-good	0	1132
3561	1005070	Trade_OpuntiaChocolate	Prickly Pear Chocolate	trade-good	special stackable tier-0 trade-good	0	1075
3562	1005062	Trade_Rosin	Resin	trade-good	special stackable tier-0 trade-good	0	1440
3563	1005063	Trade_RockSalt	Rock Salt	trade-good	special stackable tier-0 trade-good	0	1152
3564	1005050	Trade_GlowingMushroom	Glowing Mushroom	trade-good	special stackable tier-0 trade-good	0	320
3565	1001240	Trade_Camp_Food	Camp Food	trade-good	stackable tier-0 trade-good	0	200
3566	1001799	Trade_Camp_Wood	Camp Timber	trade-good	stackable tier-0 trade-good	0	200
3567	1001801	Trade_Camp_Stone	Camp Stone	trade-good	stackable tier-0 trade-good	0	200
3568	1001802	Trade_Camp_Weapon	Camp Weapons	trade-good	stackable tier-0 trade-good	0	500
3569	1001725	Trade_Cheese_PackedInVehicle	Packaged Cheese	dev	dev packaged stackable tier-0 trade-good	0	13
3570	1001736	Trade_Flour_PackedInVehicle	Packaged Flour	dev	dev packaged stackable tier-0 trade-good	0	12
3571	1001737	Trade_Salt_PackedInVehicle	Packaged Salt	dev	dev packaged stackable tier-0 trade-good	0	14
3572	1005091	Trade_RockSalt_PackedInVehicle	Packaged Rock Salt	dev	dev packaged stackable tier-0 trade-good	0	2304
3573	1001718	Trade_Wool_PackedInVehicle	Packaged Wool	dev	dev packaged stackable tier-0 trade-good	0	16
3574	1001733	Trade_Fur_PackedInVehicle	Packaged Pelt	dev	dev packaged stackable tier-0 trade-good	0	19
3575	1001719	Trade_Silk_PackedInVehicle	Packaged Silk	dev	dev packaged stackable tier-0 trade-good	0	35
3576	1005079	Trade_WhiteDeerLeather_PackedInVehicle	Packaged White Deer Hide	dev	dev packaged stackable tier-0 trade-good	0	7200
3577	1000664	Trade_Armor_Wild_Fabric_PackedInVehicle	Packaged Field Cloth Armor	dev	dev packaged stackable tier-0 trade-good	0	19
3578	1000665	Trade_Armor_Wild_Chain_PackedInVehicle	Packaged Field Chain Mail	dev	dev packaged stackable tier-0 trade-good	0	32
3579	1005081	Trade_Horseshoe_PackedInVehicle	Packaged Horseshoe	dev	dev packaged stackable tier-0 trade-good	0	28
3580	1001726	Trade_FishMeat_PackedInVehicle	Packaged Fish Meat	dev	dev packaged stackable tier-0 trade-good	0	17
3581	1005082	Trade_NutritiousJerky_PackedInVehicle	Packaged Nutritious Jerky	dev	dev packaged stackable tier-0 trade-good	0	20
3582	1001734	Trade_Sugar_PackedInVehicle	Packaged Sugar	dev	dev packaged stackable tier-0 trade-good	0	23
3583	1001738	Trade_Pepper_PackedInVehicle	Packaged Black Pepper	dev	dev packaged stackable tier-0 trade-good	0	22
3584	1005076	Trade_SpiritMushroom_PackedInVehicle	Packaged Divine Mushrooms	dev	dev packaged stackable tier-0 trade-good	0	2880
3585	1005078	Trade_GlowingMushroom_PackedInVehicle	Packaged Glowing Mushroom	dev	dev packaged stackable tier-0 trade-good	0	640
3586	1001715	Trade_Ceramics_PackedInVehicle	Packaged Ceramic	dev	dev packaged stackable tier-0 trade-good	0	18
3587	1001716	Trade_Glass_PackedInVehicle	Packaged Glass	dev	dev packaged stackable tier-0 trade-good	0	25
3588	1005085	Trade_FlintSet_PackedInVehicle	Packaged Flint Kit	dev	dev packaged stackable tier-0 trade-good	0	26
3589	1005080	Trade_Spyglass_PackedInVehicle	Packaged Telescope	dev	dev packaged stackable tier-0 trade-good	0	1920
3590	1005084	Trade_Compass_PackedInVehicle	Packaged Compass	dev	dev packaged stackable tier-0 trade-good	0	3840
3591	1005101	Trade_RitualBowl_PackedInVehicle	Packaged Ceremonial Bowl	dev	dev packaged stackable tier-0 trade-good	0	3648
3592	1005095	Trade_ToolSet_PackedInVehicle	Packaged Premium Tool Bundle	dev	dev packaged stackable tier-0 trade-good	0	2112
3593	1005090	Trade_Rosin_PackedInVehicle	Packaged Resin	dev	dev packaged stackable tier-0 trade-good	0	2884
3594	1001727	Trade_Caligraphy_PackedInVehicle	Packaged Calligraphic Paintings	dev	dev packaged stackable tier-0 trade-good	0	20
3595	1001732	Trade_PearlLacquerware_PackedInVehicle	Packaged Nacre Lacquer	dev	dev packaged stackable tier-0 trade-good	0	37
3596	1005097	Trade_ModelShip_PackedInVehicle	Packaged Bottled Ship	dev	dev packaged stackable tier-0 trade-good	0	3360
3597	1001739	Trade_Sulfur_PackedInVehicle	Packaged Brimstone	dev	dev packaged stackable tier-0 trade-good	0	18
3598	1001724	Trade_Gunpowder_PackedInVehicle	Packaged Gunpowder	dev	dev packaged stackable tier-0 trade-good	0	34
3599	1001731	Trade_Gun_PackedInVehicle	Packaged Gun	dev	dev packaged stackable tier-0 trade-good	0	41
3600	1005083	Trade_CannonGunpowder_PackedInVehicle	Packaged Cannon Powder	dev	dev packaged stackable tier-0 trade-good	0	36
3601	1005088	Trade_SulfurCrystal_PackedInVehicle	Packaged Brimstone Crystal	dev	dev packaged stackable tier-0 trade-good	0	4320
3602	1005094	Trade_Coolant_PackedInVehicle	Packaged Coolant	dev	dev packaged stackable tier-0 trade-good	0	2264
3603	1005096	Trade_PremiumOil_PackedInVehicle	Packaged Premium Lubricant	dev	dev packaged stackable tier-0 trade-good	0	2640
3604	1001735	Trade_Honey_PackedInVehicle	Packaged Honey	dev	dev packaged stackable tier-0 trade-good	0	16
3605	1001728	Trade_Ginseng_PackedInVehicle	Packaged Red Ginseng	dev	dev packaged stackable tier-0 trade-good	0	31
3606	1001720	Trade_Wine_PackedInVehicle	Packaged Wine	dev	dev packaged stackable tier-0 trade-good	0	26
3607	1005074	Trade_MillennialSnowGinseng_PackedInVehicle	Packaged Eversnow Root	dev	dev packaged stackable tier-0 trade-good	0	9600
3608	1005075	Trade_RoyalJelly_PackedInVehicle	Packaged Queen Bee Honey Extract	dev	dev packaged stackable tier-0 trade-good	0	4800
3609	1001729	Trade_Sword_PackedInVehicle	Packaged Ceremonial Sword	dev	dev packaged stackable tier-0 trade-good	0	38
3610	1001730	Trade_Armor_PackedInVehicle	Packaged Ceremonial Armor	dev	dev packaged stackable tier-0 trade-good	0	43
3611	1001717	Trade_Carpet_PackedInVehicle	Packaged Carpets	dev	dev packaged stackable tier-0 trade-good	0	40
3612	1005092	Trade_TableClock_PackedInVehicle	Packaged Wind-up Table Clock	dev	dev packaged stackable tier-0 trade-good	0	7680
3613	1005087	Trade_FrostGhostTear_PackedInVehicle	Packaged Frost Ghost's Tear	dev	dev packaged stackable tier-0 trade-good	0	8160
3614	1001723	Trade_Jade_PackedInVehicle	Packaged Jade	dev	dev packaged stackable tier-0 trade-good	0	46
3615	1001722	Trade_Ivory_PackedInVehicle	Packaged Ivory	dev	dev packaged stackable tier-0 trade-good	0	48
3616	1005093	Trade_Pearl_PackedInVehicle	Packaged Pearl	dev	dev packaged stackable tier-0 trade-good	0	2400
3617	1005099	Trade_ScorpionAmber_PackedInVehicle	Packaged Scorpion in Amber	dev	dev packaged stackable tier-0 trade-good	0	4704
3618	1005086	Trade_Glacialstone_PackedInVehicle	Packaged Freezing Stone	dev	dev packaged stackable tier-0 trade-good	0	5760
3619	1005089	Trade_LightningWood_PackedInVehicle	Packaged Lightning-Struck Jujube Tree	dev	dev packaged stackable tier-0 trade-good	0	6720
3620	1005077	Trade_Scripture_PackedInVehicle	Packaged Code of Solumen	dev	dev packaged stackable tier-0 trade-good	0	8640
3621	1001721	Trade_Tobacco_PackedInVehicle	Packaged Tobacco	dev	dev packaged stackable tier-0 trade-good	0	29
3622	1005098	Trade_OpuntiaChocolate_PackedInVehicle	Packaged Prickly Pear Chocolate	dev	dev packaged stackable tier-0 trade-good	0	2150
3623	1005100	Trade_OasisWater_PackedInVehicle	Packaged Varnian Water	dev	dev packaged stackable tier-0 trade-good	0	4608
3624	1002262	Trade_Food_PackedInVehicle	Packaged Provisions	dev	dev packaged stackable tier-0 trade-good	0	400
3625	1002263	Trade_Wood_PackedInVehicle	Packaged Timber	dev	dev packaged stackable tier-0 trade-good	0	800
3626	1002264	Trade_Stone_PackedInVehicle	Packaged Stone	dev	dev packaged stackable tier-0 trade-good	0	800
3627	1002265	Trade_Weapon_PackedInVehicle	Packaged Arms	dev	dev packaged stackable tier-0 trade-good	0	2000
3628	1000062	Decoy_Human_I	Fake Silver Pouch	bait	bait stackable tier-0	0	30
3629	1001916	Trap_Summon_Decoy_Ball_I	Decoy Summon Ball	bait	bait stackable tier-0	0	30
3630	803024	TreasureMap_Elcard_I	Ercaid's Treasure Map Piece 1	treasure-map	document tier-0 treasure-map wild	0	27
3631	803025	TreasureMap_Elcard_II	Ercaid's Treasure Map Piece 2	treasure-map	document tier-0 treasure-map wild	0	27
3632	803026	TreasureMap_Elcard_III	Ercaid's Treasure Map Piece 3	treasure-map	document tier-0 treasure-map wild	0	27
3633	803032	TreasureMap_Summer_II	Farmer's Treasure Map Piece 2	treasure-map	document tier-0 treasure-map wild	0	27
3634	803033	TreasureMap_Summer_III	Farmer's Treasure Map Piece 3	treasure-map	document tier-0 treasure-map wild	0	27
3635	803034	TreasureMap_Summer_IV	Farmer's Treasure Map Piece 4	treasure-map	document tier-0 treasure-map wild	0	27
3636	1002144	Hidden_TreasureMap_I	Hidden Treasure Map Piece 1	treasure-map	document tier-0 treasure-map wild	0	27
3637	1002171	Hidden_TreasureMap_II	Hidden Treasure Map Piece 2	treasure-map	document tier-0 treasure-map wild	0	27
3638	1002205	Hidden_TreasureMap_III	Hidden Treasure Map Piece 3	treasure-map	document tier-0 treasure-map wild	0	27
3639	1002206	Hidden_TreasureMap_IV	Hidden Treasure Map Piece 4	treasure-map	document tier-0 treasure-map wild	0	27
3640	1002207	Hidden_TreasureMap_V	Hidden Treasure Map Piece 5	treasure-map	document tier-0 treasure-map wild	0	27
3641	1002208	Hidden_TreasureMap_VI	Hidden Treasure Map Piece 6	treasure-map	document tier-0 treasure-map wild	0	27
3642	1002209	Hidden_TreasureMap_VII	Hidden Treasure Map Piece 7	treasure-map	document tier-0 treasure-map wild	0	27
3643	1002210	Hidden_TreasureMap_VIII	Hidden Treasure Map Piece 8	treasure-map	document tier-0 treasure-map wild	0	27
3644	1002211	Hidden_TreasureMap_IX	Hidden Treasure Map Piece 9	treasure-map	document tier-0 treasure-map wild	0	27
3645	1002212	Hidden_TreasureMap_X	Hidden Treasure Map Piece 10	treasure-map	document tier-0 treasure-map wild	0	27
3646	1002213	Hidden_TreasureMap_XI	Hidden Treasure Map Piece 11	treasure-map	document tier-0 treasure-map wild	0	27
3647	1002395	Hidden_TreasureMap_XII	Hidden Treasure Map Piece 12	treasure-map	document tier-0 treasure-map wild	0	27
3648	1002079	TreasureMap_Dead_Pirate_King_Treasure	Dead Pirate King's Treasure Map	treasure-map	document quest tier-0 treasure-map wild	0	27
3649	803011	TreasureMap_Famous_Thief_I	Notorious Thief's Map Piece 1	treasure-map	document quest tier-0 treasure-map wild	0	27
3650	803012	TreasureMap_Famous_Thief_II	Notorious Thief's Map Piece 2	treasure-map	document quest tier-0 treasure-map wild	0	27
3651	803013	TreasureMap_Famous_Thief_III	Notorious Thief's Map Piece 3	treasure-map	document quest tier-0 treasure-map wild	0	27
3652	803021	TreasureMap_Legendary_Armor_I	Legendary Armor Map Piece 1	treasure-map	document quest tier-0 treasure-map wild	0	27
3653	803022	TreasureMap_Legendary_Armor_II	Legendary Armor Map Piece 2	treasure-map	document quest tier-0 treasure-map wild	0	27
3654	803023	TreasureMap_Legendary_Armor_III	Legendary Armor Map Piece 3	treasure-map	document quest tier-0 treasure-map wild	0	27
3655	803031	TreasureMap_Summer_I	Farmer's Treasure Map Piece 1	treasure-map	document quest tier-0 treasure-map wild	0	27
3656	803041	TreasureMap_Mysterious_Totem_I	Mysterious Totem Treasure Map Piece 1	treasure-map	document quest tier-0 treasure-map wild	0	27
3657	1001100	Tarif_Necklace	Tarivian Necklace	necklace	accessory docking equipment extractable important necklace tier-4	4	8200
3658	1001101	Ludvic_Necklace	Crossroads Necklace	necklace	accessory docking equipment extractable important necklace tier-4	4	8000
3659	1001182	WeatherWeaver_Necklace	Rainstorm Necklace	necklace	accessory docking equipment extractable important necklace tier-4	4	6900
3660	1000972	Optionary_Monk_Necklace	Saint's Necklace	necklace	accessory docking equipment extractable important necklace tier-3	3	2500
3661	1002253	WeatherWeaver_Sunny_Necklace	Radiant Necklace	necklace	accessory docking equipment extractable important necklace tier-3	3	2730
3662	8509	Folorin_Earring	Flower Petal Earring	earring	accessory docking earring equipment extractable important tier-4	4	4990
3663	8502	Legendary_Titan_Ring	Ring of Lightning	ring	accessory docking equipment extractable important ring tier-4	4	7700
3664	8501	AbyssReward_WhiteHorn_Ring	White Horn's Ring	ring	accessory equipment extractable important ring tier-5	5	2500
3665	8506	AbyssReward_EastWitch_Ring	Witch's Ring	ring	accessory equipment extractable important ring tier-5	5	2500
3666	391518541	Antumbra_King_Ring	Seal of Pitch-Black Darkness	ring	accessory equipment extractable important ring tier-5	5	2500
3667	1003220	Tiger_Tooth_Ring	Tigerfang Ring	ring	accessory equipment extractable important ring tier-5	5	2500
3668	391518536	Antumbra_DarkDeacon_Ring	Mark of Darkness	ring	accessory equipment extractable important ring tier-4	4	1750
3669	391518545	Ancient_People_Ring	Ancient Ring	ring	accessory equipment extractable important ring tier-4	4	1750
3670	620011	Detail_Gold_Ring	Finely Crafted Gold Ring	ring	accessory equipment extractable ring tier-3	3	1000
3671	620010	Red_Ring	Rough Bluestone Ring	ring	accessory equipment extractable ring tier-3	3	1000
3672	620002	Pattern_Silver_Ring	Ancient Shell Ring	ring	accessory equipment extractable ring tier-2	2	500
3673	795053	Faded_Ring	Tarnished Ring	ring	accessory equipment extractable ring tier-2	2	500
3674	795052	Old_Ring	Worn Ring	ring	accessory equipment extractable ring tier-1	1	250
3675	620004	Pattern_Copper_Ring	Crude Blue Ring	ring	accessory equipment extractable ring tier-1	1	250
3676	8505	Legendary_Ogre_Ring	Ogre's Ring	necklace	accessory equipment extractable important necklace tier-5	5	2500
3677	391518523	Titan_Necklace	Necklace of Lightning	necklace	accessory equipment extractable important necklace tier-5	5	2500
3678	391518537	Antumbra_DarkDeacon_Necklace	Relic of Darkness	necklace	accessory equipment extractable important necklace tier-5	5	2500
3679	1001875	Umbra_Necklace	Eternal Darkness	necklace	accessory equipment extractable important necklace tier-5	5	2500
3680	1003221	White_Lion_Necklace	White Lion Necklace	necklace	accessory equipment extractable important necklace tier-5	5	2500
3681	391518539	Karanda_Necklace	Karanda's Necklace	necklace	accessory equipment extractable important necklace tier-4	4	1750
3682	391518546	Ancient_People_Necklace	Ancient's Necklace	necklace	accessory equipment extractable important necklace tier-4	4	1750
3683	8801	Crafting_Blizzard_Necklace	Blizzard Crystal Necklace	necklace	accessory equipment extractable necklace tier-4	4	1750
3684	610015	Stardust_Necklace	Stardust Necklace	necklace	accessory equipment extractable necklace tier-4	4	1750
3685	610014	Detail_Gold_Necklace	Finely Crafted Gold Necklace	necklace	accessory equipment extractable necklace tier-3	3	1000
3686	1001097	Abyss_Surreal_Wolf_Necklace	Surreal Necklace	necklace	accessory equipment extractable necklace tier-3	3	1000
3687	1000549	Dwarf_Necklace	Dwarf Necklace	necklace	accessory equipment extractable necklace tier-3	3	1000
3688	1001104	Redsentinel_Necklace	Crimson Warden's Necklace	necklace	accessory equipment extractable necklace tier-3	3	1000
3689	610002	Pattern_Silver_Necklace	Engraved Silver Necklace	necklace	accessory equipment extractable necklace tier-2	2	500
3690	795042	Faded_Necklace	Tarnished Necklace	necklace	accessory equipment extractable necklace tier-2	2	500
3691	1001099	Varantine_Necklace	Varantin Necklace	necklace	accessory equipment extractable necklace tier-2	2	500
3692	1001103	Hailbrin_Necklace	Helfryn Necklace	necklace	accessory equipment extractable necklace tier-2	2	500
3693	610004	Pattern_Copper_Necklace	Engraved Copper Necklace	necklace	accessory equipment extractable necklace tier-1	1	250
3694	795041	Old_Necklace	Worn Necklace	necklace	accessory equipment extractable necklace tier-1	1	250
3695	1001816	Greyfur_Necklace	Greymane Necklace	necklace	accessory equipment extractable necklace tier-1	1	250
3696	1002133	Pailune_Necklace	Blue Fang Necklace	necklace	accessory equipment extractable necklace tier-1	1	250
3697	8504	Legendary_HexeMarie_Earring	Earring of Dark Magic	earring	accessory docking earring equipment extractable important tier-5	5	2500
3698	391518540	Hexe_Earring	Witch's Earring	earring	accessory earring equipment extractable important tier-5	5	2500
3699	391518521	WhiteHorn_Earring	White Horn's Earring	earring	accessory earring equipment extractable important tier-5	5	2500
3700	1002291	Demian_Earring_I	Light of the Battlefield Earring	earring	accessory earring equipment extractable tier-5	5	2500
3701	1003222	Black_Lion_Earring	Black Lion Earring	earring	accessory earring equipment extractable important tier-5	5	2500
3702	600005	Pattern_Diamond_Earring	Golden Deer's Tear	earring	accessory earring equipment extractable tier-4	4	1750
3703	1000478	Kliff_Earring	Greymane's Earring	earring	accessory earring equipment extractable important tier-4	4	1750
3704	1003698	Demeniss_Earring	Demeniss Earring	earring	accessory earring equipment extractable important tier-4	4	1750
3705	391518544	Ancient_People_Earring	Ancient Earring	earring	accessory earring equipment extractable important tier-4	4	1750
3706	391518535	Antumbra_DarkDeacon_Earring	Oath of Darkness	earring	accessory earring equipment extractable important tier-3	3	1000
3707	600003	Pattern_Gold_Earring	Engraved Gold Earring	earring	accessory earring equipment extractable tier-3	3	1000
3708	1001936	Earring_Tier3_I	Green Coral Reef Earring	earring	accessory earring equipment extractable tier-3	3	1000
3709	600002	Pattern_Silver_Earring	Engraved Silver Earring	earring	accessory earring equipment extractable tier-2	2	500
3710	1000412	Earring_Tier2_I	Tarnished Earring	earring	accessory earring equipment extractable tier-2	2	500
3711	600001	Pattern_Bronze_Earring	Engraved Copper Earring	earring	accessory earring equipment extractable tier-1	1	250
3712	1000484	Earring_Tier1_I	Worn Earring	earring	accessory earring equipment extractable tier-1	1	250
3713	1000479	Kliff_Glasses	Master Du's Circlet	eyewear	accessory docking equipment eyewear no-sell quest tier-5	5	1
3714	1004113	Crowman_Fabric_Helm	Crow Cloth Blindfold	eyewear	accessory equipment eyewear important knowledge no-sell quest tier-5	5	1
3715	1000806	Kliff_Mask	Mask	mask	accessory equipment mask tier-1	1	5
3716	2112018	Luksa_ChainMail_Armor	Leuksah Chain Mail	damaged-gear	armor body-armor damaged-gear goods tier-3	3	1800
3717	2111015	Baratan_ChainMail_Armor	Baratan Chain Mail	damaged-gear	armor body-armor damaged-gear goods tier-3	3	1800
3718	113034	Traley_ChainMail_Armor	Traley Chain Mail	damaged-gear	armor body-armor damaged-gear goods tier-3	3	1800
3719	111200	Labonion_ChainMail_Armor	Lavgnion Chain Mail	damaged-gear	armor body-armor damaged-gear goods tier-3	3	1800
3720	1000208	Wells_Brigade_Rebel_ChainMail_Armor_I	Turncoat Chain Mail	damaged-gear	armor body-armor damaged-gear goods tier-3	3	1800
3721	111201	Lucion_ChainMail_Armor	Lucion Chain Mail	damaged-gear	armor body-armor damaged-gear goods tier-3	3	1800
3722	112065	Kalrari_ChainMail_Armor	Kallari Chain Mail	damaged-gear	armor body-armor damaged-gear goods tier-3	3	1800
3723	112066	Tormand_ChainMail_Armor	Tormand Chain Mail	damaged-gear	armor body-armor damaged-gear goods tier-3	3	1800
3724	112073	Luknaon_ChainMail_Armor	Lucnaon Chain Mail	damaged-gear	armor body-armor damaged-gear goods tier-3	3	1800
3725	1000209	Wells_Brigade_Rebel_ChainMail_Armor_II	Turncoat Chain Mail	damaged-gear	armor body-armor damaged-gear goods tier-3	3	1800
3726	112075	Luknian_ChainMail_Armor	Lucnian Chain Mail	damaged-gear	armor body-armor damaged-gear goods tier-3	3	1800
3727	112077	Dunion_ChainMail_Armor	Dunion Chain Mail	damaged-gear	armor body-armor damaged-gear goods tier-3	3	1800
3728	113643	Senian_ChainMail_Armor	Senian Chain Mail	damaged-gear	armor body-armor damaged-gear goods tier-3	3	1800
3729	2112028	Cantina_ChainMail_Armor	Cantina Chain Mail	damaged-gear	armor body-armor damaged-gear goods tier-3	3	1800
3730	2076353107	Katunan_ChainMail_Armor_I	Katunan Chain Mail	damaged-gear	armor body-armor damaged-gear goods tier-3	3	1800
3731	2133054	Marni_ChainMail_Boots	Marni's Chain Boots	damaged-gear	armor boots damaged-gear goods tier-3	3	540
3732	2133142	Barnia_ChainMail_Boots	Varnian Chain Boots	damaged-gear	armor boots damaged-gear goods tier-3	3	540
3733	2133053	Marni_ChainMail_Gloves	Marni's Chain Gloves	damaged-gear	armor damaged-gear gloves goods tier-3	3	630
3734	122006	Beastman_ChainMail_Gloves	Beastman Chain Gloves	damaged-gear	armor damaged-gear gloves goods tier-3	3	630
3735	123019	Godhehart_ChainMail_Gloves	Goldheart Chain Gloves	damaged-gear	armor damaged-gear gloves goods tier-3	3	630
3736	102002	Nahu_ChainMail_Helm	Nahu Chain Coif	damaged-gear	armor damaged-gear goods helm tier-3	3	810
3737	102003	Cadwallon_ChainMail_Helm	Kadallon Chain Coif	damaged-gear	armor damaged-gear goods helm tier-3	3	810
3738	111186	Limerick_ChainMail_Armor	Lemerick Chain Mail	damaged-gear	armor body-armor damaged-gear goods tier-2	2	450
